date,entity,score
11/5/20,blockfi,1.158048531
12/5/20,blockfi,1.480811664
14/5/20,blockfi,0.920446356
15/5/20,blockfi,1.18451589
16/5/20,blockfi,1.245733071
17/5/20,blockfi,1.282228235
18/5/20,blockfi,0.706634576
19/5/20,blockfi,28.10129029
20/5/20,blockfi,28.51011668
21/5/20,blockfi,9.761135125
22/5/20,blockfi,9.605840832
23/5/20,blockfi,1.863185352
24/5/20,blockfi,2.46020323
25/5/20,blockfi,2.721794472
26/5/20,blockfi,1.165666433
27/5/20,blockfi,26.51613862
28/5/20,blockfi,1.45292049
29/5/20,blockfi,1.867024303
30/5/20,blockfi,24.53556683
31/5/20,blockfi,1.88639406
1/6/20,blockfi,3.346373259
2/6/20,blockfi,7.661779704
3/6/20,blockfi,1.294345498
4/6/20,blockfi,1.550977568
5/6/20,blockfi,47.59017943
6/6/20,blockfi,1.29836522
7/6/20,blockfi,15.61845263
8/6/20,blockfi,0.883895438
9/6/20,blockfi,20.53596057
13/6/20,blockfi,1.293802952
17/6/20,blockfi,4.062598675
18/6/20,blockfi,1.259614722
21/6/20,blockfi,1.254011532
22/6/20,blockfi,0.873775887
23/6/20,blockfi,1.194480074
25/6/20,blockfi,78.80890982
26/6/20,blockfi,2.560076931
27/6/20,blockfi,1.52156871
28/6/20,blockfi,1.113241204
29/6/20,blockfi,12.71409339
9/1/20,celsius network,0.791647828
16/2/20,celsius network,95.02666063
24/3/20,celsius network,2.537158267
1/4/20,celsius network,11.02485666
18/4/20,celsius network,12.70423493
22/5/20,celsius network,2.383874028
25/5/20,celsius network,4.913387969
2/6/20,celsius network,63.6547951
27/6/20,celsius network,0.991172769
9/1/20,cobinhood,93.09414128
10/1/20,cobinhood,81.90544716
11/1/20,cobinhood,32.68086745
10/2/20,cobinhood,2.310452828
14/2/20,cobinhood,1.489845351
10/3/20,cobinhood,1.411331802
17/4/20,cobinhood,98.91994629
7/5/20,cobinhood,97.43509843
20/6/20,cobo,1.072072471
1/1/20,coinbase,1.090359502
2/1/20,coinbase,32.93346719
3/1/20,coinbase,1.290379642
4/1/20,coinbase,3.010221206
6/1/20,coinbase,3.125311928
7/1/20,coinbase,50.06994517
8/1/20,coinbase,2.022186176
9/1/20,coinbase,2.437559045
10/1/20,coinbase,1.449216077
11/1/20,coinbase,1.794565343
12/1/20,coinbase,2.851399243
13/1/20,coinbase,2.816773324
14/1/20,coinbase,1.531936958
15/1/20,coinbase,15.80887967
16/1/20,coinbase,3.095988394
17/1/20,coinbase,3.875575644
18/1/20,coinbase,14.4113615
19/1/20,coinbase,1.224391786
20/1/20,coinbase,2.236849701
21/1/20,coinbase,1.738293748
22/1/20,coinbase,12.37032102
23/1/20,coinbase,2.02642072
24/1/20,coinbase,14.28322922
25/1/20,coinbase,2.777538006
26/1/20,coinbase,8.399217667
27/1/20,coinbase,1.211696826
28/1/20,coinbase,1.263344212
29/1/20,coinbase,2.653690303
30/1/20,coinbase,21.11624249
31/1/20,coinbase,15.85580252
1/2/20,coinbase,1.387830455
2/2/20,coinbase,1.672257814
3/2/20,coinbase,12.7996726
4/2/20,coinbase,2.98183553
5/2/20,coinbase,13.76753649
6/2/20,coinbase,9.198107419
7/2/20,coinbase,21.5657783
8/2/20,coinbase,1.642020073
9/2/20,coinbase,16.47902853
10/2/20,coinbase,3.399425425
11/2/20,coinbase,3.032054498
12/2/20,coinbase,1.385445216
13/2/20,coinbase,1.619795013
14/2/20,coinbase,4.200320168
15/2/20,coinbase,1.411857027
16/2/20,coinbase,2.325518747
17/2/20,coinbase,9.77493858
18/2/20,coinbase,24.79452434
19/2/20,coinbase,1.077775794
20/2/20,coinbase,1.664086461
21/2/20,coinbase,3.378673427
22/2/20,coinbase,4.073592768
23/2/20,coinbase,1.331247735
24/2/20,coinbase,1.276433452
25/2/20,coinbase,5.965420325
26/2/20,coinbase,1.27727333
27/2/20,coinbase,1.429078897
28/2/20,coinbase,2.622979857
29/2/20,coinbase,3.299847136
1/3/20,coinbase,1.373110603
2/3/20,coinbase,21.69361025
3/3/20,coinbase,1.375442528
4/3/20,coinbase,8.764333336
5/3/20,coinbase,3.134476465
6/3/20,coinbase,1.204088303
7/3/20,coinbase,1.446160036
8/3/20,coinbase,3.370666322
9/3/20,coinbase,20.72091181
10/3/20,coinbase,1.409093116
11/3/20,coinbase,6.540041184
12/3/20,coinbase,8.874708874
13/3/20,coinbase,3.849217999
14/3/20,coinbase,3.51549309
15/3/20,coinbase,25.40802816
16/3/20,coinbase,26.26427836
17/3/20,coinbase,1.839111081
18/3/20,coinbase,1.482685945
19/3/20,coinbase,1.678649171
20/3/20,coinbase,1.083373133
21/3/20,coinbase,1.16963576
22/3/20,coinbase,1.33580618
23/3/20,coinbase,6.992685111
24/3/20,coinbase,1.578907314
25/3/20,coinbase,10.09402065
26/3/20,coinbase,20.85879501
27/3/20,coinbase,16.61794821
28/3/20,coinbase,10.47434218
29/3/20,coinbase,13.44194642
30/3/20,coinbase,44.33034943
31/3/20,coinbase,1.578455433
1/4/20,coinbase,1.28735757
2/4/20,coinbase,2.815955833
3/4/20,coinbase,13.03709108
4/4/20,coinbase,8.160993342
5/4/20,coinbase,34.29827755
6/4/20,coinbase,26.33508575
7/4/20,coinbase,2.324354369
8/4/20,coinbase,1.64337032
9/4/20,coinbase,7.269529451
10/4/20,coinbase,1.997188683
11/4/20,coinbase,17.71743119
12/4/20,coinbase,18.83549198
13/4/20,coinbase,6.291272808
14/4/20,coinbase,13.71737022
16/4/20,coinbase,1.321333459
17/4/20,coinbase,25.73186578
18/4/20,coinbase,2.139164724
19/4/20,coinbase,20.86864089
20/4/20,coinbase,3.286898078
21/4/20,coinbase,21.25517962
22/4/20,coinbase,1.732291072
23/4/20,coinbase,20.88120838
24/4/20,coinbase,1.265202075
25/4/20,coinbase,1.551886261
26/4/20,coinbase,1.283232678
27/4/20,coinbase,33.32257622
28/4/20,coinbase,1.136268583
29/4/20,coinbase,1.466989463
30/4/20,coinbase,5.490181276
1/5/20,coinbase,11.62001105
2/5/20,coinbase,1.586619312
3/5/20,coinbase,1.378886236
4/5/20,coinbase,1.784139222
5/5/20,coinbase,1.674374749
6/5/20,coinbase,2.032334861
7/5/20,coinbase,14.71977436
8/5/20,coinbase,2.116144402
9/5/20,coinbase,19.89075569
10/5/20,coinbase,11.54094511
11/5/20,coinbase,2.516261669
12/5/20,coinbase,14.88772916
13/5/20,coinbase,0.971913876
14/5/20,coinbase,2.046982868
15/5/20,coinbase,6.59123709
16/5/20,coinbase,3.699045505
17/5/20,coinbase,24.29474829
18/5/20,coinbase,2.067089834
19/5/20,coinbase,6.983854927
20/5/20,coinbase,4.255197606
21/5/20,coinbase,2.684289635
22/5/20,coinbase,33.28522393
23/5/20,coinbase,41.15273622
24/5/20,coinbase,15.63727767
25/5/20,coinbase,1.923668948
26/5/20,coinbase,2.554357311
27/5/20,coinbase,14.01940111
28/5/20,coinbase,3.600105455
29/5/20,coinbase,1.572126029
30/5/20,coinbase,27.35799566
31/5/20,coinbase,2.555729333
1/6/20,coinbase,0.854127943
2/6/20,coinbase,4.058152003
3/6/20,coinbase,10.07939496
4/6/20,coinbase,2.85947765
5/6/20,coinbase,8.745049033
6/6/20,coinbase,14.45918268
7/6/20,coinbase,11.51395044
8/6/20,coinbase,8.430019438
9/6/20,coinbase,1.220764545
10/6/20,coinbase,1.661739779
11/6/20,coinbase,12.97483539
12/6/20,coinbase,3.171410585
13/6/20,coinbase,14.34205482
14/6/20,coinbase,26.07562962
15/6/20,coinbase,14.35903895
16/6/20,coinbase,4.919474747
17/6/20,coinbase,3.450852429
18/6/20,coinbase,2.775701891
19/6/20,coinbase,3.678170715
20/6/20,coinbase,1.292541184
21/6/20,coinbase,3.182396356
22/6/20,coinbase,1.370900277
23/6/20,coinbase,14.10047671
24/6/20,coinbase,1.87225115
25/6/20,coinbase,2.824004847
26/6/20,coinbase,1.290351255
27/6/20,coinbase,25.70496927
28/6/20,coinbase,2.207872732
29/6/20,coinbase,19.57886228
30/6/20,coinbase,5.429182932
8/2/20,coincheck,1.096413414
12/3/20,coincheck,97.3897381
13/3/20,coincheck,97.32523007
2/4/20,coincheck,96.36085683
12/4/20,coincheck,70.16104623
30/5/20,coincheck,1.016793951
4/6/20,coincheck,73.8843406
8/6/20,coincheck,99.25945818
22/1/20,coinex,1.150098027
25/1/20,coinex,1.30361253
24/3/20,coinex,1.560000856
6/5/20,coinex,1.190099556
18/5/20,coinex,5.224100218
25/5/20,coinex,2.291299168
19/6/20,coinex,2.980579772
22/2/20,coinhako,60.63688056
28/2/20,coinhako,2.115316445
10/2/20,coinmine,8.359590044
24/2/20,coinmine,1.427862485
11/1/20,cointiger,2.915012215
7/3/20,cointiger,1.008088431
14/1/20,compound,1.255022301
15/1/20,compound,1.137136992
19/1/20,compound,1.310807327
22/1/20,compound,41.37099735
24/1/20,compound,1.26425498
25/1/20,compound,1.054993653
26/1/20,compound,0.784731028
27/1/20,compound,1.898896824
1/2/20,compound,1.653006817
4/2/20,compound,1.281207408
5/2/20,compound,1.468865067
6/2/20,compound,14.00901159
7/2/20,compound,2.462157203
8/2/20,compound,1.095025649
9/2/20,compound,1.580140638
10/2/20,compound,1.137134044
11/2/20,compound,1.30894729
13/2/20,compound,1.903213974
14/2/20,compound,1.278929691
18/2/20,compound,2.479755696
19/2/20,compound,0.947133927
22/2/20,compound,1.079339443
25/2/20,compound,1.059770304
26/2/20,compound,1.413681245
3/3/20,compound,0.910006218
5/3/20,compound,1.151947438
7/3/20,compound,1.037680066
8/3/20,compound,1.683913838
10/3/20,compound,1.30304945
13/3/20,compound,2.181646165
14/3/20,compound,0.930753263
19/3/20,compound,1.750902416
20/3/20,compound,1.287164284
21/3/20,compound,2.360674499
3/4/20,compound,1.070171356
14/4/20,compound,1.158269983
19/4/20,compound,22.22384847
20/4/20,compound,1.724119338
21/4/20,compound,1.001400552
22/4/20,compound,1.131468199
28/4/20,compound,1.32535551
3/5/20,compound,1.573883468
12/5/20,compound,0.970023945
14/5/20,compound,1.565316819
15/5/20,compound,3.13092526
20/5/20,compound,2.357550236
25/5/20,compound,1.299072724
27/5/20,compound,1.452034197
1/6/20,compound,1.045362589
2/6/20,compound,1.821726603
12/6/20,compound,5.01364278
18/6/20,compound,1.598793925
19/6/20,compound,0.63233048
21/6/20,compound,1.215156457
22/6/20,compound,12.80802886
23/6/20,compound,1.21011744
24/6/20,compound,1.085321692
25/6/20,compound,1.426405851
26/6/20,compound,2.388677843
27/6/20,compound,0.991172535
28/6/20,compound,7.360834972
29/6/20,compound,0.976381293
30/6/20,compound,1.3054279
23/1/20,coss.io,1.221176157
12/2/20,coss.io,70.46650888
6/5/20,coss.io,1.597501269
4/1/20,crypto.com,1.619678828
7/1/20,crypto.com,0.991208333
17/1/20,crypto.com,0.92380739
18/1/20,crypto.com,1.127608443
22/1/20,crypto.com,2.45395816
29/1/20,crypto.com,1.256720292
30/1/20,crypto.com,1.206059551
2/2/20,crypto.com,30.17309117
3/2/20,crypto.com,1.044754578
4/2/20,crypto.com,0.850036683
7/2/20,crypto.com,1.400119706
11/2/20,crypto.com,1.896389528
12/2/20,crypto.com,6.977876817
16/2/20,crypto.com,1.302209263
17/2/20,crypto.com,21.23373218
24/2/20,crypto.com,26.43570239
25/2/20,crypto.com,1.932565952
28/2/20,crypto.com,5.840512917
29/2/20,crypto.com,0.938450257
2/3/20,crypto.com,90.78066746
8/3/20,crypto.com,0.974771259
11/3/20,crypto.com,0.904115082
13/3/20,crypto.com,6.421962826
15/3/20,crypto.com,1.435963513
18/3/20,crypto.com,1.405739248
19/3/20,crypto.com,34.23245188
22/3/20,crypto.com,13.19651071
23/3/20,crypto.com,1.404242241
28/3/20,crypto.com,8.796202275
30/3/20,crypto.com,3.594071267
4/4/20,crypto.com,4.490166489
10/4/20,crypto.com,0.720304175
11/4/20,crypto.com,3.362994797
12/4/20,crypto.com,58.86726926
14/4/20,crypto.com,1.497485021
16/4/20,crypto.com,0.815100027
20/4/20,crypto.com,4.006642755
25/4/20,crypto.com,1.301942085
26/4/20,crypto.com,1.145649658
27/4/20,crypto.com,0.913111492
28/4/20,crypto.com,1.33800649
29/4/20,crypto.com,30.28110321
1/5/20,crypto.com,0.894901543
2/5/20,crypto.com,0.797909731
3/5/20,crypto.com,0.980146488
5/5/20,crypto.com,3.262604778
9/5/20,crypto.com,1.05433621
10/5/20,crypto.com,97.08039744
12/5/20,crypto.com,1.125929526
13/5/20,crypto.com,2.940602876
14/5/20,crypto.com,28.71030877
15/5/20,crypto.com,2.192628113
17/5/20,crypto.com,1.540427793
19/5/20,crypto.com,48.3182056
20/5/20,crypto.com,1.29450648
21/5/20,crypto.com,3.027492426
22/5/20,crypto.com,1.346890066
25/5/20,crypto.com,2.698233169
26/5/20,crypto.com,11.45059275
27/5/20,crypto.com,1.252728313
28/5/20,crypto.com,1.474904674
29/5/20,crypto.com,28.65363759
30/5/20,crypto.com,4.363192792
31/5/20,crypto.com,1.210043141
1/6/20,crypto.com,1.528149287
2/6/20,crypto.com,0.952957806
4/6/20,crypto.com,0.997785494
5/6/20,crypto.com,2.183586025
7/6/20,crypto.com,84.68789749
8/6/20,crypto.com,1.443365915
10/6/20,crypto.com,2.620197614
11/6/20,crypto.com,82.7901218
13/6/20,crypto.com,1.723231422
16/6/20,crypto.com,1.218646468
17/6/20,crypto.com,9.975450152
18/6/20,crypto.com,1.622673603
19/6/20,crypto.com,0.859520556
20/6/20,crypto.com,1.203197122
21/6/20,crypto.com,1.193493008
23/6/20,crypto.com,0.79163341
24/6/20,crypto.com,33.95380651
25/6/20,crypto.com,26.78790147
26/6/20,crypto.com,28.22495943
27/6/20,crypto.com,49.30722709
28/6/20,crypto.com,4.733705753
29/6/20,crypto.com,18.16846011
30/6/20,crypto.com,2.811113922
14/1/20,cryptokitties,1.068803861
18/1/20,cryptokitties,3.298508815
11/2/20,cryptokitties,1.050526991
24/2/20,cryptokitties,0.813930669
2/3/20,cryptokitties,2.506352077
11/3/20,cryptokitties,1.124062236
22/3/20,cryptokitties,4.491017261
2/4/20,cryptokitties,1.018093423
3/4/20,cryptokitties,0.766749991
26/4/20,cryptokitties,1.515695659
1/5/20,cryptokitties,0.918932528
16/5/20,cryptokitties,1.028952095
18/5/20,cryptokitties,1.604736158
7/1/20,cryptopia,1.765605893
8/1/20,cryptopia,1.448455959
11/1/20,cryptopia,58.96241307
18/1/20,cryptopia,0.82472195
28/1/20,cryptopia,4.431568234
8/2/20,cryptopia,2.522718888
12/2/20,cryptopia,94.61150442
13/2/20,cryptopia,4.959776677
15/2/20,cryptopia,5.626329168
25/2/20,cryptopia,53.01083277
28/2/20,cryptopia,1.499049402
29/2/20,cryptopia,1.769041394
8/4/20,cryptopia,3.04415572
9/4/20,cryptopia,2.579144528
22/4/20,cryptopia,1.255962228
6/5/20,cryptopia,1.236120555
10/5/20,cryptopia,2.306451201
12/5/20,cryptopia,99.26281404
13/5/20,cryptopia,0.848423033
18/5/20,cryptopia,1.666062536
23/5/20,cryptopia,2.870454545
2/6/20,cryptopia,98.9021795
7/6/20,cryptopia,1.659082046
27/6/20,cryptopia,1.969042488
22/6/20,curve.fi,1.003398596
23/6/20,curve.fi,1.232637869
26/6/20,curve.fi,1.181622966
6/1/20,dapp,1.394269135
7/1/20,dapp,78.69603661
8/1/20,dapp,1.352832364
9/1/20,dapp,0.962177878
10/1/20,dapp,0.81068453
11/1/20,dapp,0.795637772
12/1/20,dapp,1.021949134
15/1/20,dapp,1.028855105
16/1/20,dapp,1.063176821
23/1/20,dapp,50.19697075
26/1/20,dapp,0.989632337
27/1/20,dapp,0.864720432
29/1/20,dapp,0.864156722
1/2/20,dapp,1.250248368
4/2/20,dapp,1.137449291
6/2/20,dapp,1.056343666
7/2/20,dapp,1.540881454
13/2/20,dapp,3.477012446
20/2/20,dapp,3.213249887
24/2/20,dapp,0.813930476
25/2/20,dapp,0.84907677
26/2/20,dapp,4.921079482
28/2/20,dapp,1.448199027
29/2/20,dapp,1.277081981
2/3/20,dapp,1.727611793
9/3/20,dapp,1.163204778
13/3/20,dapp,2.211150776
18/3/20,dapp,1.311482331
24/3/20,dapp,99.09853558
25/3/20,dapp,1.484760763
27/3/20,dapp,1.140242033
28/3/20,dapp,1.207529408
29/3/20,dapp,2.639581996
30/3/20,dapp,1.312820085
2/4/20,dapp,1.048562744
6/4/20,dapp,4.825197784
9/4/20,dapp,0.942184405
11/4/20,dapp,1.420732487
17/4/20,dapp,0.989708009
19/4/20,dapp,1.078262689
20/4/20,dapp,1.33999018
26/4/20,dapp,3.108894389
4/5/20,dapp,2.55334567
8/5/20,dapp,1.471901929
18/5/20,dapp,1.05650295
20/5/20,dapp,1.061037073
23/5/20,dapp,1.704779012
27/5/20,dapp,0.879066108
28/5/20,dapp,1.345527452
29/5/20,dapp,1.246330901
8/6/20,dapp,1.829049432
12/6/20,dapp,1.167511198
14/6/20,dapp,1.067179518
19/6/20,dapp,0.900446519
21/6/20,dapp,0.999424661
26/6/20,dapp,8.014569488
29/6/20,dapp,1.268720068
25/2/20,ddex,0.87092188
19/1/20,decentraland,1.052408477
14/2/20,decentraland,0.895909673
18/2/20,decentraland,0.871957843
17/3/20,decentraland,1.255948331
24/6/20,deversifi,0.864774186
8/1/20,dex,1.290949471
9/1/20,dex,1.321306336
11/1/20,dex,1.135635923
17/1/20,dex,1.006270902
18/1/20,dex,1.123535056
19/1/20,dex,1.002863979
20/1/20,dex,1.341170087
21/1/20,dex,1.271671114
23/1/20,dex,1.720652675
26/1/20,dex,1.218804907
27/1/20,dex,1.89433494
29/1/20,dex,1.543597255
31/1/20,dex,1.310213743
10/2/20,dex,10.5417845
19/2/20,dex,1.167694641
20/2/20,dex,5.394170759
28/2/20,dex,1.140181863
29/2/20,dex,1.505063948
1/3/20,dex,0.921379388
9/3/20,dex,1.411007398
13/3/20,dex,0.751396751
18/3/20,dex,0.972657197
19/3/20,dex,29.86909573
24/3/20,dex,1.48721104
30/3/20,dex,69.94964297
6/4/20,dex,1.136788068
8/4/20,dex,62.52585088
9/4/20,dex,99.1357487
10/4/20,dex,1.54113825
14/4/20,dex,1.729476177
21/4/20,dex,1.271346975
26/4/20,dex,1.381307648
28/4/20,dex,1.861228595
29/4/20,dex,5.371817304
30/4/20,dex,1.361500046
8/5/20,dex,1.471575564
14/5/20,dex,7.277231326
20/5/20,dex,3.293218797
21/5/20,dex,0.695192141
22/5/20,dex,1.379034732
23/5/20,dex,1.346772429
27/5/20,dex,0.941344993
30/5/20,dex,1.094866648
3/6/20,dex,1.349744755
13/6/20,dex,1.419202626
27/6/20,dex,1.270438745
29/6/20,dex,1.095220897
25/2/20,dex.blue,1.436113346
24/1/20,digifinex,15.6447523
18/6/20,digifinex,2.192642575
12/2/20,dwarfpool,3.291711905
19/2/20,dwarfpool,0.966131119
28/2/20,dwarfpool,3.027973017
2/2/20,dydx,1.021074329
5/2/20,dydx,1.111867525
6/2/20,dydx,1.087727863
7/2/20,dydx,1.503305211
9/2/20,dydx,1.174278802
10/2/20,dydx,1.003848196
14/2/20,dydx,0.938619469
15/2/20,dydx,1.675704535
18/2/20,dydx,3.706982357
26/2/20,dydx,1.441801488
29/2/20,dydx,1.243523998
2/3/20,dydx,1.165346652
9/3/20,dydx,1.422065096
10/3/20,dydx,1.582664467
17/3/20,dydx,0.883285733
19/3/20,dydx,19.0920741
3/4/20,dydx,1.07392576
21/4/20,dydx,1.048429417
4/5/20,dydx,22.13937765
14/5/20,dydx,1.565317186
28/5/20,dydx,1.978710575
8/1/20,ens,5.168589618
14/1/20,ens,0.91362331
21/1/20,ens,0.868734928
23/1/20,ens,1.102191776
29/1/20,ens,1.482187116
20/2/20,ens,1.31885278
23/2/20,ens,0.877804667
25/2/20,ens,2.019812986
26/2/20,ens,1.083393394
2/6/20,ens,0.992179353
13/6/20,ens,0.998383413
14/6/20,ens,0.993596604
26/6/20,ens,1.158562144
16/1/20,etherdelta,1.77527178
21/2/20,etherdelta,1.12568112
2/1/20,ethereum foundation,38.74676143
6/1/20,ethereum foundation,4.799047615
14/1/20,ethereum foundation,1.30088922
21/1/20,ethereum foundation,82.81341004
24/1/20,ethereum foundation,32.76383694
28/1/20,ethereum foundation,0.737444559
1/2/20,ethereum foundation,0.899871174
3/2/20,ethereum foundation,4.197917721
7/2/20,ethereum foundation,1.137634298
10/2/20,ethereum foundation,50.98402958
16/2/20,ethereum foundation,59.25155671
18/2/20,ethereum foundation,1.307303322
22/2/20,ethereum foundation,1.138166694
24/2/20,ethereum foundation,1.215735064
4/3/20,ethereum foundation,1.119042612
14/3/20,ethereum foundation,1.150398492
17/4/20,ethereum foundation,0.958681084
19/4/20,ethereum foundation,3.092341755
8/5/20,ethereum foundation,0.825090206
23/5/20,ethereum foundation,0.928912122
13/6/20,ethereum foundation,1.613615307
7/1/20,ethermine,0.999308082
29/1/20,ethermine,2.152630515
24/3/20,ethermine,93.35412664
9/6/20,ethermine,1.664871617
25/6/20,ethermine,1.429552606
20/2/20,etheroll,1.438442122
22/2/20,etheroll,1.145155636
12/3/20,etheroll,2.206381554
27/3/20,etheroll,1.130982889
20/4/20,etheroll,2.113506696
26/4/20,etheroll,91.53164099
8/5/20,etheroll,1.473942981
6/5/20,exmo,2.501825019
8/1/20,f2pool,1.002634876
12/5/20,f2pool,1.49011061
20/5/20,f2pool,1.079303806
6/6/20,f2pool,0.937923859
17/2/20,fcoin,9.866749882
18/2/20,fcoin,75.12706538
19/2/20,fcoin,99.18550807
20/2/20,fcoin,2.67527184
21/2/20,fcoin,99.20010912
23/2/20,fcoin,98.1943559
25/2/20,fcoin,51.1529297
3/5/20,foam,1.111046795
16/6/20,foam,1.961910147
26/3/20,forsage.io,22.93780002
6/6/20,forsage.io,0.98421627
20/1/20,freewallet,1.13258331
24/1/20,freewallet,99.0562353
4/2/20,freewallet,1.587053289
5/2/20,freewallet,2.461093054
9/2/20,freewallet,34.63836149
18/2/20,freewallet,96.9995038
12/3/20,freewallet,2.463128469
13/3/20,freewallet,14.53605693
31/3/20,freewallet,4.796387981
19/4/20,freewallet,95.20471102
12/6/20,freewallet,2.402118786
14/3/20,ftx,2.120300768
16/3/20,ftx,2.105762586
31/3/20,ftx,1.247242377
11/5/20,ftx,14.31612253
22/1/20,gate.io,1.163083082
2/1/20,gemini,1.387650307
3/1/20,gemini,1.296421924
4/1/20,gemini,2.202696831
10/1/20,gemini,1.363057355
21/1/20,gemini,1.601775737
24/1/20,gemini,2.017588195
26/1/20,gemini,15.69507081
31/1/20,gemini,1.867731899
7/2/20,gemini,0.792920265
11/2/20,gemini,1.085200008
13/2/20,gemini,1.074274096
17/2/20,gemini,3.363004713
21/2/20,gemini,1.289539931
22/2/20,gemini,1.083350956
11/3/20,gemini,1.292691174
13/3/20,gemini,7.959518713
15/3/20,gemini,1.45452611
21/3/20,gemini,1.293184403
24/3/20,gemini,1.021221083
6/4/20,gemini,43.24867345
9/4/20,gemini,5.887280102
13/4/20,gemini,1.368348826
14/4/20,gemini,1.082480352
16/4/20,gemini,1.252559917
17/4/20,gemini,2.362348709
22/4/20,gemini,1.488167741
24/4/20,gemini,1.052807775
28/4/20,gemini,1.47521178
3/5/20,gemini,3.261015899
6/5/20,gemini,3.838565636
7/5/20,gemini,2.33251059
10/5/20,gemini,1.732346039
11/5/20,gemini,21.47410513
13/5/20,gemini,4.677960934
16/5/20,gemini,1.228598757
18/5/20,gemini,1.140050427
19/5/20,gemini,1.13885099
20/5/20,gemini,1.498343772
22/5/20,gemini,1.398850983
23/5/20,gemini,1.354927975
24/5/20,gemini,1.317096131
28/5/20,gemini,1.059002417
29/5/20,gemini,1.209062441
2/6/20,gemini,2.353980818
3/6/20,gemini,0.975513043
4/6/20,gemini,1.409683783
5/6/20,gemini,4.717727771
6/6/20,gemini,1.118876157
7/6/20,gemini,1.486308704
12/6/20,gemini,1.413670401
13/6/20,gemini,1.174411827
17/6/20,gemini,1.527138644
19/6/20,gemini,1.259464297
22/6/20,gemini,22.07581113
23/6/20,gemini,1.184593
25/6/20,gemini,1.393162966
26/6/20,gemini,26.83721196
27/6/20,gemini,22.00929587
26/1/20,genesis mining,53.89537169
15/3/20,genesis mining,0.985858219
19/3/20,genesis mining,1.501352804
5/4/20,genesis mining,3.860680752
17/6/20,genesis mining,1.549106165
19/1/20,gnosis,0.982641284
5/2/20,gnosis,0.807031061
12/2/20,gnosis,1.356428651
20/2/20,gnosis,1.045359383
23/2/20,gnosis,1.19248895
24/2/20,gnosis,1.105797284
26/2/20,gnosis,1.085180814
3/3/20,gnosis,0.901518735
12/3/20,gnosis,0.809757641
14/3/20,gnosis,1.109392745
19/3/20,gnosis,1.085353062
29/4/20,gnosis,1.117080042
30/1/20,gods unchained,92.3368259
26/2/20,gods unchained,1.121050704
23/4/20,gods unchained,3.43467547
1/1/20,hitbtc,2.640960339
5/1/20,hitbtc,3.511306333
13/1/20,hitbtc,1.336460123
20/1/20,hitbtc,2.597569487
29/1/20,hitbtc,8.126750582
4/2/20,hitbtc,98.75518017
7/2/20,hitbtc,5.329735671
