,article_url,author,author_url,category,count,date_time,date_time_all,date_time_first,domain,entity,excerpt,image_url,source_id,text,title
0,https://cryptoslate.com/top-defi-coins-yearn-finance-yfi-and-aave-rip-10-higher-as-bitcoin-holds-13k/,Nick Chong,,,1.0,2020-10-25 01:51:54.451111,[Timestamp('2020-10-25 01:51:54.451111')],,cryptoslate,Aave,The past seven days have actually been quite mediocre for top coins in the decentralized finance (DeFi) space. ,,post-174596,Top DeFi coins Yearn.finance (YFI) and AAVE rip 10% higher as Bitcoin holds $13k The past seven days have actually been quite mediocre for top coins in the decentralized finance (DeFi) space. ,Top DeFi coins Yearn.finance (YFI) and AAVE rip 10% higher as Bitcoin holds $13k
1,https://cryptoslate.com/this-user-lost-1m-of-top-defi-coin-aave-aave-by-accident-heres-why/,Nick Chong,,,1.0,2020-10-18 01:51:54.451338,[Timestamp('2020-10-18 01:51:54.451338')],,cryptoslate,Aave,"Just recently, top Ethereum decentralized finance project Aave began transitioning its native token LEND to a new token called AAVE. ",,post-174328,"This user lost $1m of top DeFi coin Aave (AAVE) by accident: here’s why Just recently, top Ethereum decentralized finance project Aave began transitioning its native token LEND to a new token called AAVE. ",This user lost $1m of top DeFi coin Aave (AAVE) by accident: here’s why
2,https://cryptoslate.com/yearn-finance-yfi-price-rallies-towards-20000-following-aave-listing/,Cole Petersen,,,1.0,2020-09-02 01:51:54.451535,[Timestamp('2020-09-02 01:51:54.451535')],,cryptoslate,Aave,Yearn.finance (YFI) has been one of the most successful protocols within the DeFi sector in terms of sheer growth over the past few months. ,,post-171074,"Yearn.finance (YFI) price rallies towards $20,000 following Aave listing Yearn.finance (YFI) has been one of the most successful protocols within the DeFi sector in terms of sheer growth over the past few months. ","Yearn.finance (YFI) price rallies towards $20,000 following Aave listing"
3,https://cryptoslate.com/aave-lend-becomes-first-ethereum-defi-token-to-hit-1-billion-valuation/,Nick Chong,,,1.0,2020-09-02 01:51:54.451728,[Timestamp('2020-09-02 01:51:54.451728')],,cryptoslate,Aave,"A year or two ago, most decentralized finance (DeFi) protocols and their respective tokens were unknown. ",,post-171002,"Aave (LEND) becomes first Ethereum DeFi token to hit $1 billion valuation A year or two ago, most decentralized finance (DeFi) protocols and their respective tokens were unknown. ",Aave (LEND) becomes first Ethereum DeFi token to hit $1 billion valuation
4,https://cryptoslate.com/undercollaterized-loans-come-to-defi-project-aave-lend/,Shaurya Malwa,,,1.0,2020-07-04 01:51:55.269947,[Timestamp('2020-07-04 01:51:55.269947')],,cryptoslate,Aave,"Just when you thought DeFi couldn’t get crazier, there’s now a method to burrow loans on zero capital. ",,post-138723,"Undercollaterized loans come to DeFi project Aave (LEND) Just when you thought DeFi couldn’t get crazier, there’s now a method to burrow loans on zero capital. ",Undercollaterized loans come to DeFi project Aave (LEND)
0,https://cryptoslate.com/heres-why-basic-attention-tokens-on-chain-metrics-are-exploding-as-gemini-prepares-listing/,Ali Martinez,,,1.0,2020-04-05 01:52:18.722235,[Timestamp('2020-04-05 01:52:18.722235')],,cryptoslate,Basic Attention Token,Gemini announced that it will be listing Basic Attention Token to its retail platform for United States cryptocurrency investors. ,,post-129957,Here’s why Basic Attention Token’s on-chain metrics are exploding as Gemini prepares listing Gemini announced that it will be listing Basic Attention Token to its retail platform for United States cryptocurrency investors. ,Here’s why Basic Attention Token’s on-chain metrics are exploding as Gemini prepares listing
1,https://cryptoslate.com/basic-attention-token-jumps-11-as-binance-futures-launches-bat-perpetual-contracts/,Ali Martinez,,,1.0,2020-02-05 01:52:18.722458,[Timestamp('2020-02-05 01:52:18.722458')],,cryptoslate,Basic Attention Token,Binance announced the introduction of a new Basic Attention Token derivative product. ,,post-125337,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts Binance announced the introduction of a new Basic Attention Token derivative product. ,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts
0,https://cryptoslate.com/this-newly-launched-crypto-token-just-pumped-1000-following-binance-listing/,Cole Petersen,,,1.0,2020-10-25 01:52:24.519744,[Timestamp('2020-10-25 01:52:24.519744')],,cryptoslate,Binance,"As the DeFi market’s momentum continues stagnating, return hungry crypto investors have been flocking to presales and new token listings to try to garner massive profits in a short amount of time. ",,post-174575,"This newly launched crypto token just pumped 1000% following Binance listing As the DeFi market’s momentum continues stagnating, return hungry crypto investors have been flocking to presales and new token listings to try to garner massive profits in a short amount of time. ",This newly launched crypto token just pumped 1000% following Binance listing
1,https://cryptoslate.com/top-binance-traders-flip-long-on-ethereum-as-market-structure-grows-strong/,Cole Petersen,,,1.0,2020-09-02 01:52:24.520153,[Timestamp('2020-09-02 01:52:24.520153')],,cryptoslate,Binance,"Ethereum has shaken off the intense weakness it expressed throughout the day yesterday, with the cryptocurrency’s bulls now flexing immense signs of strength as its price pushes up towards the key resistance at $380. ",,post-171986,"Top Binance traders flip long on Ethereum as market structure grows strong Ethereum has shaken off the intense weakness it expressed throughout the day yesterday, with the cryptocurrency’s bulls now flexing immense signs of strength as its price pushes up towards the key resistance at $380. ",Top Binance traders flip long on Ethereum as market structure grows strong
2,https://cryptoslate.com/binance-chain-is-getting-its-own-defi-yield-farms-after-ethereum/,Nick Chong,,,1.0,2020-09-02 01:52:24.520339,[Timestamp('2020-09-02 01:52:24.520339')],,cryptoslate,Binance,"For the past few months, decentralized finance (DeFi) has blown up. ",,post-171892,"Binance Chain is getting its own DeFi yield farms after Ethereum For the past few months, decentralized finance (DeFi) has blown up. ",Binance Chain is getting its own DeFi yield farms after Ethereum
3,https://cryptoslate.com/tellor-trb-secures-coveted-binance-listing-as-oracle-bull-run-continues/,Cole Petersen,,,1.0,2020-09-02 01:52:24.520525,[Timestamp('2020-09-02 01:52:24.520525')],,cryptoslate,Binance,"The DeFi sector’s massive growth in recent weeks has given rise to other fragments of the crypto market, with decentralized finance’s reliance on oracles driving investor demand to these types of projects. ",,post-171021,"Tellor (TRB) secures coveted Binance listing as oracle bull run continues The DeFi sector’s massive growth in recent weeks has given rise to other fragments of the crypto market, with decentralized finance’s reliance on oracles driving investor demand to these types of projects. ",Tellor (TRB) secures coveted Binance listing as oracle bull run continues
4,https://cryptoslate.com/binance-ceo-has-an-explanation-for-a-possible-tiktok-driven-altseason/,Shaurya Malwa,,,1.0,2020-07-04 01:52:25.377094,[Timestamp('2020-07-04 01:52:25.377094')],,cryptoslate,Binance,Cryptocurrencies are not the first thing on one’s mind when they hear about TikTok. ,,post-138736,Binance CEO has an explanation for a possible TikTok-driven altseason Cryptocurrencies are not the first thing on one’s mind when they hear about TikTok. ,Binance CEO has an explanation for a possible TikTok-driven altseason
5,https://cryptoslate.com/binance-gets-the-third-ever-crypto-emoji-on-twitter-following-crypto-com-and-bitcoin/,Priyeshu Garg,,,1.0,2020-07-04 01:52:25.377319,[Timestamp('2020-07-04 01:52:25.377319')],,cryptoslate,Binance,"Binance, one of the largest crypto exchanges in the world, has officially received the third ever branded Twitter emoji in the industry, after Bitcoin and Crypto dot com. ",,post-138087,"Binance gets the third-ever crypto emoji on Twitter, following Crypto.com and Bitcoin Binance, one of the largest crypto exchanges in the world, has officially received the third ever branded Twitter emoji in the industry, after Bitcoin and Crypto dot com. ","Binance gets the third-ever crypto emoji on Twitter, following Crypto.com and Bitcoin"
6,https://cryptoslate.com/digibyte-dgb-sees-its-price-surge-35-after-binance-listing/,Priyeshu Garg,,,1.0,2020-07-04 01:52:25.377510,[Timestamp('2020-07-04 01:52:25.377510')],,cryptoslate,Binance,Blockchain network Digibyte (DGB) has seen the price of its native token DGB skyrocket after it was listed on Binance earlier today. ,,post-137302,DigiByte (DGB) sees its price surge 35% after Binance listing Blockchain network Digibyte (DGB) has seen the price of its native token DGB skyrocket after it was listed on Binance earlier today. ,DigiByte (DGB) sees its price surge 35% after Binance listing
7,https://cryptoslate.com/binance-uk-set-to-go-live-this-summer-with-fiat-onboarding-in-gbp-and-eur/,Priyeshu Garg,,,1.0,2020-06-04 01:52:25.377695,[Timestamp('2020-06-04 01:52:25.377695')],,cryptoslate,Binance,"Binance, one of the largest cryptocurrency exchanges in the world, will be launching a United Kingdom platform this summer. ",,post-136829,"Binance UK set to go live this summer with fiat onboarding in GBP and EUR Binance, one of the largest cryptocurrency exchanges in the world, will be launching a United Kingdom platform this summer. ",Binance UK set to go live this summer with fiat onboarding in GBP and EUR
8,https://cryptoslate.com/metrics-show-80-percent-of-stablecoins-like-tether-and-binance-usd-are-held-by-only-six-accounts/,Shaurya Malwa,,,1.0,2020-06-04 01:52:25.377883,[Timestamp('2020-06-04 01:52:25.377883')],,cryptoslate,Binance,"Long touted as an alternative to fiat currencies without the volatility of digital assets like Bitcoin, stablecoins and related companies mushroomed in late-2018; with a lot of projects even getting venture funded. ",,post-136224,"Metrics show 80 percent of stablecoins like Tether and Binance USD are held by only six accounts Long touted as an alternative to fiat currencies without the volatility of digital assets like Bitcoin, stablecoins and related companies mushroomed in late-2018; with a lot of projects even getting venture funded. ",Metrics show 80 percent of stablecoins like Tether and Binance USD are held by only six accounts
9,https://cryptoslate.com/binance-research-to-reinvent-site-integrating-new-crypto-data-tools-from-intotheblock/,Cole Petersen,,,1.0,2020-06-04 01:52:25.378070,[Timestamp('2020-06-04 01:52:25.378070')],,cryptoslate,Binance,"Binance Research – the analytics division of cryptocurrency exchange Binance – is moving to reinvent their website, partnering with the Miami-based data visualization platform IntoTheBlock (ITB) to offer the crypto market with deep insights into on-chain data. ",,post-134131,"Binance Research to reinvent site, integrating new crypto data tools from IntoTheBlock Binance Research – the analytics division of cryptocurrency exchange Binance – is moving to reinvent their website, partnering with the Miami-based data visualization platform IntoTheBlock (ITB) to offer the crypto market with deep insights into on-chain data. ","Binance Research to reinvent site, integrating new crypto data tools from IntoTheBlock"
10,https://cryptoslate.com/one-chart-shows-how-binance-grew-so-shockingly-fast-in-crypto-since-2018/,Joseph Young,,,1.0,2020-04-05 01:52:26.196752,[Timestamp('2020-04-05 01:52:26.196752')],,cryptoslate,Binance,"Researchers at Glassnode conducted an in-depth research of the on-chain data of Binance, one of the world’s largest crypto exchanges, comparing its growth with other trading platforms. ",,post-130166,"One chart shows how Binance grew so shockingly fast in crypto since 2018 Researchers at Glassnode conducted an in-depth research of the on-chain data of Binance, one of the world’s largest crypto exchanges, comparing its growth with other trading platforms. ",One chart shows how Binance grew so shockingly fast in crypto since 2018
11,https://cryptoslate.com/binance-ceo-akon-and-other-big-names-to-speak-at-blockdown-2020-virtual-conference-on-april-16/,Priyeshu Garg,,,1.0,2020-04-05 01:52:26.196973,[Timestamp('2020-04-05 01:52:26.196973')],,cryptoslate,Binance,"Changpeng Zhao, the CEO of Binance will be delivering a keynote speech and an AMA at the BlockDown 2020 virtual conference. ",,post-129517,"Binance CEO and Akon, other big names to speak at BlockDown 2020 virtual conference on April 16-17 Changpeng Zhao, the CEO of Binance will be delivering a keynote speech and an AMA at the BlockDown 2020 virtual conference. ","Binance CEO and Akon, other big names to speak at BlockDown 2020 virtual conference on April 16-17"
12,https://cryptoslate.com/binance-and-others-overtake-bitmex-as-most-used-bitcoin-derivatives-platform/,Nick Chong,,,1.0,2020-04-05 01:52:26.197163,[Timestamp('2020-04-05 01:52:26.197163')],,cryptoslate,Binance,"As CryptoSlate has detailed extensively over the past few weeks, the dynamic of the crypto market has dramatically changed ever since March 12’s Bitcoin flash crash, during which the market capitalization of the space lost almost 50 percent within a 24-hour time span. ",,post-129304,"Binance and others overtake BitMEX as most-used Bitcoin derivatives platform As CryptoSlate has detailed extensively over the past few weeks, the dynamic of the crypto market has dramatically changed ever since March 12’s Bitcoin flash crash, during which the market capitalization of the space lost almost 50 percent within a 24-hour time span. ",Binance and others overtake BitMEX as most-used Bitcoin derivatives platform
13,https://cryptoslate.com/keep-it-vs-leave-it-why-binance-delisting-leveraged-crypto-assets-has-users-divided/,Joseph Young,,,1.0,2020-04-05 01:52:26.197352,[Timestamp('2020-04-05 01:52:26.197352')],,cryptoslate,Binance,"Binance, the world’s largest crypto exchange, has decided to delist leverage crypto tokens from its platform. ",,post-129185,"Keep it vs. leave it: Why Binance delisting leveraged crypto assets has users divided Binance, the world’s largest crypto exchange, has decided to delist leverage crypto tokens from its platform. ",Keep it vs. leave it: Why Binance delisting leveraged crypto assets has users divided
14,https://cryptoslate.com/binance-to-raise-5-million-to-help-with-the-global-pandemic/,Ali Martinez,,,1.0,2020-04-05 01:52:26.197535,[Timestamp('2020-04-05 01:52:26.197535')],,cryptoslate,Binance,Binance announced that it is looking to raise $5 million worth of cryptocurrencies to help the most affected countries tackle the ongoing global pandemic. ,,post-128941,Binance to raise $5 million to help with the global pandemic Binance announced that it is looking to raise $5 million worth of cryptocurrencies to help the most affected countries tackle the ongoing global pandemic. ,Binance to raise $5 million to help with the global pandemic
15,https://cryptoslate.com/why-this-cryptocurrency-just-surged-16-on-news-of-a-key-binance-partnership/,Joseph Young,,,1.0,2020-04-05 01:52:26.197723,[Timestamp('2020-04-05 01:52:26.197723')],,cryptoslate,Binance,"Basic Attention Token (BAT), the native cryptocurrency of the Brave Browser, spiked by more than 16 percent following a Binance trading widget integration. ",,post-128919,"Why this cryptocurrency just surged 16% on news of a key Binance partnership Basic Attention Token (BAT), the native cryptocurrency of the Brave Browser, spiked by more than 16 percent following a Binance trading widget integration. ",Why this cryptocurrency just surged 16% on news of a key Binance partnership
16,https://cryptoslate.com/planning-for-the-worst-binance-donates-to-fight-coronavirus-coinbase-reveals-plan-for-remote-work/,Christina Comben,,,1.0,2020-03-06 01:52:26.939245,[Timestamp('2020-03-06 01:52:26.939245')],,cryptoslate,Binance,The approach that cryptocurrency exchanges Binance and Coinbase are taking to the coronavirus is as different as night and day. ,,post-126642,"Planning for the worst: Binance donates to fight Coronavirus, Coinbase reveals plan for remote work The approach that cryptocurrency exchanges Binance and Coinbase are taking to the coronavirus is as different as night and day. ","Planning for the worst: Binance donates to fight Coronavirus, Coinbase reveals plan for remote work"
17,https://cryptoslate.com/tradesatoshi-shuts-down-binance-ceo/,Christina Comben,,,1.0,2020-03-06 01:52:26.939464,[Timestamp('2020-03-06 01:52:26.939464')],,cryptoslate,Binance,"With hundreds of cryptocurrency exchanges to choose from, you’d be forgiven for not having heard of TradeSatoshi. ",,post-126081,"As TradeSatoshi shuts down, Binance CEO admits running an exchange is hard With hundreds of cryptocurrency exchanges to choose from, you’d be forgiven for not having heard of TradeSatoshi. ","As TradeSatoshi shuts down, Binance CEO admits running an exchange is hard"
18,https://cryptoslate.com/ceo-changpeng-zhao-cz-binance-cloud/,Christina Comben,,,1.0,2020-02-05 01:52:26.939653,[Timestamp('2020-02-05 01:52:26.939653')],,cryptoslate,Binance,"Ever since Binance appeared on the scene in 2017, its growth has been nothing short of astonishing. ",,post-125738,"Binance CEO Changpeng Zhao shows why it’s good to have your head in the Cloud Ever since Binance appeared on the scene in 2017, its growth has been nothing short of astonishing. ",Binance CEO Changpeng Zhao shows why it’s good to have your head in the Cloud
19,https://cryptoslate.com/basic-attention-token-jumps-11-as-binance-futures-launches-bat-perpetual-contracts/,Ali Martinez,,,1.0,2020-02-05 01:52:26.940015,[Timestamp('2020-02-05 01:52:26.940015')],,cryptoslate,Binance,Binance announced the introduction of a new Basic Attention Token derivative product. ,,post-125337,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts Binance announced the introduction of a new Basic Attention Token derivative product. ,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts
20,https://cryptoslate.com/litecoin-debuts-on-binance-futures-as-ltc-turns-bullish/,Ali Martinez,,,1.0,2020-01-06 01:52:27.698749,[Timestamp('2020-01-06 01:52:27.698749')],,cryptoslate,Binance,Binance recently disclosed the introduction of a new Litecoin derivative product. ,,post-122522,Litecoin debuts on Binance Futures as LTC turns bullish Binance recently disclosed the introduction of a new Litecoin derivative product. ,Litecoin debuts on Binance Futures as LTC turns bullish
0,https://cryptoslate.com/bitfinex-traders-are-longing-tezos-xtz-in-record-numbers-as-price-flirts-with-4/,Nick Chong,,,1.0,2020-08-03 01:52:34.932809,[Timestamp('2020-08-03 01:52:34.932809')],,cryptoslate,Bitfinex,"Ever factoring in the 12 percent correction Tezos has seen in the past day, the cryptocurrency is one of the top-performing in the past week. ",,post-141723,"Bitfinex traders are longing Tezos (XTZ) in record numbers as price flirts with $4 Ever factoring in the 12 percent correction Tezos has seen in the past day, the cryptocurrency is one of the top-performing in the past week. ",Bitfinex traders are longing Tezos (XTZ) in record numbers as price flirts with $4
1,https://cryptoslate.com/bitfinex-will-begin-listing-cardanos-ada-on-its-spot-exchange/,Priyeshu Garg,,,1.0,2020-08-03 01:52:34.933033,[Timestamp('2020-08-03 01:52:34.933033')],,cryptoslate,Bitfinex,Cryptocurrency exchange Bitfinex will begin listing ADA on its spot exchange. ,,post-141210,Bitfinex will begin listing Cardano’s ADA on its spot exchange Cryptocurrency exchange Bitfinex will begin listing ADA on its spot exchange. ,Bitfinex will begin listing Cardano’s ADA on its spot exchange
2,https://cryptoslate.com/ethereum-long-positions-on-bitfinex-soar-to-510m-as-uptrend-builds-momentum/,Cole Petersen,,,1.0,2020-08-03 01:52:34.933225,[Timestamp('2020-08-03 01:52:34.933225')],,cryptoslate,Bitfinex,"Ethereum’s price has been caught within the throes of an intense uptrend throughout the past few days, surging from its recent low of $230 to a high of $285 that was set earlier today. ",,post-140112,"Ethereum long positions on Bitfinex soar to $510M as uptrend builds momentum Ethereum’s price has been caught within the throes of an intense uptrend throughout the past few days, surging from its recent low of $230 to a high of $285 that was set earlier today. ",Ethereum long positions on Bitfinex soar to $510M as uptrend builds momentum
3,https://cryptoslate.com/bitfinex-whales-are-flipping-short-on-bitcoin-as-institutions-grow-more-active-than-ever/,Cole Petersen,,,1.0,2020-05-05 01:52:34.933599,[Timestamp('2020-05-05 01:52:34.933599')],,cryptoslate,Bitfinex,"Bitcoin’s intense rebound from its mid-March lows of $3,800 has reignited institutional trader’s interest in the market, as seen by BTC’s CME futures open interest setting fresh all-time highs earlier today. ",,post-132539,"Bitfinex whales are flipping short on Bitcoin as institutions grow more active than ever Bitcoin’s intense rebound from its mid-March lows of $3,800 has reignited institutional trader’s interest in the market, as seen by BTC’s CME futures open interest setting fresh all-time highs earlier today. ",Bitfinex whales are flipping short on Bitcoin as institutions grow more active than ever
4,https://cryptoslate.com/bitfinexs-new-social-network-targets-traders-and-crypto-enthusiasts-alike/,Ali Martinez,,,1.0,2020-05-05 01:52:34.933787,[Timestamp('2020-05-05 01:52:34.933787')],,cryptoslate,Bitfinex,Hong Kong-based cryptocurrency exchange Bitfinex announced the introduction a new platform that enables its users to interact with each other. ,,post-131720,Bitfinex’s new social network targets traders and crypto enthusiasts alike Hong Kong-based cryptocurrency exchange Bitfinex announced the introduction a new platform that enables its users to interact with each other. ,Bitfinex’s new social network targets traders and crypto enthusiasts alike
5,https://cryptoslate.com/data-showing-coinbase-kraken-bitfinex-trading-volumes-surging-in-2020/,Priyeshu Garg,,,1.0,2020-02-05 01:52:35.960872,[Timestamp('2020-02-05 01:52:35.960872')],,cryptoslate,Bitfinex,"The market seems to be coming to life after almost a year of crypto winter, as volumes on most major exchanges have seen significant increases in the past month. ",,post-124448,"Data shows Coinbase, Kraken, Bitfinex trading volumes surging in 2020 The market seems to be coming to life after almost a year of crypto winter, as volumes on most major exchanges have seen significant increases in the past month. ","Data shows Coinbase, Kraken, Bitfinex trading volumes surging in 2020"
6,https://cryptoslate.com/key-data-shows-bitcoin-uptrend-is-at-risk-as-bitfinex-longs-suddenly-plunge/,Jonnie Emsley,,,1.0,2020-01-06 01:52:35.961116,[Timestamp('2020-01-06 01:52:35.961116')],,cryptoslate,Bitfinex,"Bitcoin has rocketed to a 30-day high after posting one of its largest intraday rallies in weeks, but closer inspection suggests the sudden breakout may not mark the start of an uptrend. ",,post-122376,"Key data shows Bitcoin uptrend is at risk as Bitfinex longs suddenly plunge Bitcoin has rocketed to a 30-day high after posting one of its largest intraday rallies in weeks, but closer inspection suggests the sudden breakout may not mark the start of an uptrend. ",Key data shows Bitcoin uptrend is at risk as Bitfinex longs suddenly plunge
